"","date","FBCF","PIB","POUP","NFSP","TT","WP","ER","IR","IBOV","EMBI","LINF","LAGR","LIND","LCOM","LTOT","IIE","ICI","ICE","CURI","CIB"
"88",2010-02-01,338307.850058282,1668449.0424575,286508.479042634,-2.15,112.02,97.4422226101601,81.53,3.6439950395879,65937.5555555556,222.85,4030.04805165987,4704.25056603928,930.935527183328,2306.65853032704,12063.6490648404,104.2,115.6,112.4,82.7,96.7
"89",2010-03-01,341305.712693996,1675385.11653448,290182.982525575,-1.88,113.24,98.4647140872832,78.75,3.30892840163544,69435.3025830097,189.608695652174,5038.51092998,2989.25158879595,961.147777369698,2064.32744339775,11179.4336352485,96.7,115.5,115,83.2,91.3
"90",2010-04-01,345552.818385562,1683143.97115891,296690.423107202,-2.09,112.34,99.0993393357004,77.18,3.28709861295839,69371.5476582486,179.238095238095,4670.2771899528,3326.36444901817,847.39444684277,2908.89817378089,11696.8500633243,96.9,115.7,115,84,90.12
"91",2010-05-01,350242.690607775,1695414.00565652,303587.723873498,-2.02,117.31,99.7979182209854,77.66,3.97262877779889,62605.2857142857,224.285714285714,5186.49204668373,3662.5002006131,751.308527254173,2620.53423035232,12458.0613280158,103.5,116.1,114.5,84,89.37
"92",2010-06-01,356491.37478651,1717345.86786959,310596.674438464,-1.96,117.25,99.8992645366378,76.4,4.86455551316292,63335.0952380952,235.636363636364,5009.82125363435,4431.15514285836,712.542994798034,2336.86603833752,12752.2735754219,101.2,114.6,112.5,84.2,87.96
"93",2010-07-01,362598.031923973,1741317.31167326,316675.922190285,-1.91,121.2,100.156945439465,76.44,5.46845124282982,64143.380952381,223.772727272727,4258.71520802204,5114.9440715912,685.52055290386,2641.74515647671,12903.0854119214,96.4,113.2,111.5,84.5,89.22
"94",2010-08-01,367072.425829373,1765544.29219015,321946.908707742,-1.88,121.75,100.620668522886,76.82,5.90487127954828,66576.5909090909,206.363636363636,4782.07455591819,9488.32363853511,972.673276682627,2454.58191922726,17719.3523813351,98.1,112.9,113.3,84.1,93.76
"95",2010-09-01,368239.921904881,1782982.81162446,325492.679532428,-2.75,126.78,101.052092643221,75.57,5.69245463228272,67793,211.681818181818,3684.45989515183,31173.6787742362,851.035908566596,2035.60600199801,37882.4154622187,98.9,114,114.2,83.6,97.74
"96",2010-10-01,367036.017775096,1794472.06399759,328130.22150819,-2.61,125.69,101.495465082657,75.18,5.19011406844105,70618.8499999999,186.761904761905,4552.46934099472,4908.1299660337,926.929402104971,1783.21702191775,12092.0179542165,97.7,113.6,114,84,102.18
"97",2010-11-01,366926.879997072,1799521.93683909,330519.496564108,-2.37,126.55,102.149594158526,75.74,4.76190476190477,70380.05,178.454545454545,4698.87244994268,2935.69658464728,831.913791530689,2556.61872388509,10917.9989878892,101.5,112,111.6,84,109.37
"98",2010-12-01,369545.878365926,1801872.14971216,333195.040860664,-2.62,129.14,102.82212352241,73.74,4.48494004343312,68547.0476190476,177.652173913043,3079.67733595418,3198.03879738216,868.766336293862,1664.38334241917,8662.6878026683,94.8,112.3,109.4,84.1,114.05
"99",2011-01-01,372892.876819927,1796420.06597894,335357.052323947,-2.63,128.48,103.729619725243,73.19,4.58533823945655,69779.65,170.52380952381,5228.60413969867,3981.87487593308,776.033482912151,1928.03990040863,11599.5054270557,96.4,110.9,107.2,83.8,119.03
"100",2011-02-01,375147.415614471,1797174.55786663,338357.575180361,-2.72,128.37,103.558013049318,74.67,4.8674653334591,66516,174.25,5569.87109901018,3997.62311792,815.025473252401,2345.3372512376,12743.1944026553,96.8,111.4,110.5,83,125.67
"101",2011-03-01,375529.641985968,1806486.04820815,341971.692093619,-3.03,126.65,102.909935125353,74.77,5.00470366886172,67569.6302069947,172.739130434783,3661.73960193467,2716.4741130167,637.093664939023,2042.00810535724,9154.24344480559,97.1,112.5,110.2,83,124.77
"102",2011-04-01,374727.049790753,1821006.89575617,345611.452488935,-2.95,127.09,102.670745138219,72.21,4.91033705755328,67070.2348543543,172,4074.25011594051,3259.43314934798,732.252292938031,2057.20997542246,10116.1558588209,97.1,111.6,112.2,83.5,120.59
