"","FBCF","CIB","CURI","EMBI","ER","IBOV","ICE","ICI","IIE","IR","LAGR","LCOM","LIND","LINF","NFSP","PIB","POUP","TT","WP"
"2",-0.00629526923837886,0.0319708519717725,0.0126423934151765,-0.106141240266321,0.00277637735131631,0.0776858912184064,0.00213447252863208,0.0253434750060189,-0.021370025736192,0.0276809503943589,-0.0410724039669867,-0.130886320321382,1.96427735970034,0.0386273462830529,0.12,-0.00800849767438727,0.0320949512148072,-0.0415652792459449,-0.0174118397419498
"3",-0.0209497365101292,-0.0301950030441427,0.0124845566622458,-0.142062335552504,-0.0606561282988958,0.057852286166499,0.0335461224912041,0.0295879571854956,-0.0542450148523965,-0.0795128811869041,0.429020545238973,0.225279641479006,-1.66527454672455,-1.05390630279804,-0.0500000000000003,-0.00714471612449152,0.0545283387226689,0.0270659990522262,0.0136936394694924
"4",-0.0179962239162119,0.0722404263758145,-0.00372902855986723,-0.0183443454408359,0.0700011114799244,-0.104157338563056,-0.00103145960666229,-0.0295879571854956,-0.0520047849903138,-0.766222170677278,-0.483256909684302,0.555656853407699,0.225591863883238,1.091921484855,-0.11,-0.0029511666355404,0.0375157263252834,-0.0191467116656856,0.00837100939869728
"5",-0.0304350378387248,-0.0848379247181672,-0.00249376687840197,-0.170597642453773,-0.0469035623765484,0.0586473386947066,-0.0010325246141889,-0.0273989741881149,-0.0325526030377485,-0.121036966976028,-0.084159369394718,-0.627147473790699,0.255605730289663,-0.600108641748078,0.02,-0.00413771026796539,-0.00982448903375754,0.0271797552971744,0.00473132961318612
"6",-0.0387033351402692,-0.0978688506921133,-0.00250000130208505,-0.192849772195162,-0.101189384676017,0.0911687548190798,-0.0240471597828344,-0.0239470058505109,-0.095402095793176,-0.185602591571699,-0.0705841598750805,0.00522710124750336,0.158472478307667,-0.384557574920891,-0.24,-0.00437521552484732,-0.0402576015942415,-0.00357433361858739,-0.00409950950626925
"7",-0.0287772932708634,-0.0394056708117159,-0.00879955395184862,-0.137153894662484,-0.0376929969650126,0.0851539018137917,-0.0678597268897825,-0.0430637044324493,0.138574267658385,-0.442203012059461,0.196615813000374,0.192517469857291,0.223004641406232,0.386980404278749,-0.04,0.00303325950929434,-0.020110582469492,0.0153973432215837,-0.00182605613170939
"8",-0.00702746380312291,-0.0393535514732095,-0.0114286958236223,-0.0375173227636001,-0.0208886862877815,0.0300614505115178,-0.0475451863616332,-0.0519304030940511,-0.0921461764616689,0.430499264092687,0.403445207858811,0.289786691995313,0.143749368664086,-0.0258150764420533,0.19,0.0154410396781834,0.0171597384099655,0.00893527910581327,0.00128205217799326
"9",0.00284605127139592,0.0125460279782121,-0.0089801758075847,0.0343583050118763,-0.00832438905953126,0.00435704168852347,-0.0350489046945164,-0.047458490406358,0.0725899976678015,0.435849554661138,-0.78862686555209,-0.292819052914239,0.294336969164449,0.685188146478551,0,0.0151242130148699,0.032126721293098,0.00422699562065798,0.00668729554560965
"10",0.0122301663715092,0.0580336416836476,0.00770222036209223,-0.00141590128256475,0.0277838051600447,0.0332793511325153,0.075775882824372,0.0646903929580471,-0.0506320748858231,-1.27664081107561,-0.120797412090164,-0.178492109316276,-0.106108091781803,-1.22351692987769,-0.13,0.01273187329849,0.0370799449455426,-0.0133759956078148,0.000188845918439817
"11",0.0191061461066084,-0.00489542588699798,0.00891158030056349,-0.148928439665282,-0.0245383035089759,0.13881558520972,0.0725592902612746,0.0735383338586262,-0.113895418107663,-2.21914902105715,0.300606554561003,0.332221485255441,-0.0101031453895377,0.427829895927617,0.2,0.00629128119177835,0.0438738409467252,0.00170848947057323,0.00856483228241078
