"","FBCF","CIB","CURI","EMBI","ER","IBOV","ICE","ICI","IIE","IR","LAGR","LCOM","LIND","LINF","NFSP","POUP","TT","WP"
"1",2.91169090086199,4.61779021734419,4.36437169943516,0.523629023601567,5.06423925018105,2.30561051179573,4.53903038348355,4.57882621064849,4.84968376303849,9.30316415757684,-0.234862518325993,-1.63219550080728,-1.20878326000227,-0.399443205725708,-3.31,2.65309736310531,4.5335667671284,4.39345383438375
"2",2.91340412929799,4.64976106931597,4.37701409285034,0.417487783335247,5.06701562753236,2.38329640301414,4.54116485601218,4.60416968565451,4.8283137373023,9.3308451079712,-0.0273652236656691,-1.61210749540318,-1.12730796202384,-0.444516041299267,-3.19,2.69320081199451,4.49200148788245,4.3760419946418
"3",2.89959910891235,4.61956606627182,4.38949864951258,0.275425447782742,5.00635949923347,2.44114868918064,4.57471097850338,4.63375764284,4.7740687224499,9.25133222678429,0.0186302275827645,-1.56324946265651,-1.23273364752577,-0.498440009808292,-3.24,2.75487386684167,4.51906748693468,4.38973563411129
"4",2.88455405163168,4.69180649264764,4.38576962095272,0.257081102341907,5.07636061071339,2.33699135061758,4.57367951889672,4.60416968565451,4.72206393745959,8.48511005610701,0.00719715908555892,-1.56115690513511,-1.1424553615711,-0.48688700975378,-3.35,2.79534075980249,4.49992077526899,4.39810664350999
"5",2.85825672406092,4.60696856792947,4.38327585407431,0.0864834598881341,5.02945704833684,2.39563868931229,4.57264699428253,4.57677071146639,4.68951133442184,8.36407308913099,0.0550400327969641,-1.49720699473347,-1.08248616901606,-0.546996802634647,-3.33,2.7896539810367,4.52710053056617,4.40283797312318
"6",2.8239286044455,4.50909971723736,4.38077585277223,-0.106366312307028,4.92826766366083,2.48680744413137,4.5485998344997,4.55282370561588,4.59410923862867,8.17847049755929,0.108661269719032,-1.48178136442044,-1.04861124198417,-0.527372021104839,-3.57,2.7537715949673,4.52352619694758,4.39873846361691
"7",2.79211805166534,4.46969404642564,4.37197629882038,-0.243520206969512,4.89057466669581,2.57196134594516,4.48074010760991,4.50976000118343,4.73268350628705,7.73626748549983,0.133282490840395,-1.48858965343753,-1.00842936175372,-0.404404917503524,-3.61,2.73062775298852,4.53892354016916,4.3969124074852
"8",2.76964954818404,4.43034049495243,4.36054760299676,-0.281037529733112,4.86968598040803,2.60202279645668,4.43319492124828,4.45782959808938,4.64053732982538,8.16676674959251,0.109503809008289,-1.51889744940987,-1.0058580160099,-0.403781286120001,-3.42,2.7323464517203,4.54785881927498,4.39819445966319
"9",2.75737138644056,4.44288652293064,4.35156742718917,-0.246679224721236,4.8613615913485,2.6063798381452,4.39814601655377,4.41037110768302,4.71312732749318,8.60261630425365,0.0663700711614764,-1.57967900858401,-0.983322203942033,-0.327038105893714,-3.42,2.74934895999853,4.55208581489564,4.4048817552088
"10",2.75686967951358,4.50092016461429,4.35926964755127,-0.2480951260038,4.88914539650855,2.63965918927772,4.47392189937814,4.47506150064107,4.66249525260736,7.32597549317804,0.074040808848402,-1.62134320707347,-0.992778135447168,-0.37990521391888,-3.55,2.77369703164558,4.53870981928782,4.40507060112724
"11",2.76968454442841,4.49602473872729,4.36818122785183,-0.397023565669083,4.86460709299957,2.77847477448744,4.54648118963941,4.5485998344997,4.5485998344997,5.10682647212088,0.0709786006513054,-1.63505137677142,-0.990037046914611,-0.267629109780571,-3.35,2.81127959140053,4.54041830875839,4.41363543340965
"12",2.79294362846374,4.5143698216616,4.37701409285034,-0.466878084072347,4.86004493546375,2.87816959405219,4.58700621536042,4.60316818331742,4.59107126160859,4.87804878048781,0.0596935823287301,-1.6937175328648,-0.961878778178772,-0.189165385782128,-3.34,2.86550763090564,4.56184506124972,4.42411372365006
"13",2.81367354294399,4.54902302536509,4.38077585277223,-0.566250247371594,4.87336358185601,2.94507824847448,4.58394654953646,4.62595272517062,4.57367951889672,6.56638443523689,0.0540209205892959,-1.71905015753944,-0.974943634687195,-0.157149052953244,-3.36,2.91412272718668,4.54223038621422,4.42489714944699
"14",2.82996217352743,4.57769620898734,4.38949864951258,-0.715021042291088,4.89087530555565,3.05200626863316,4.57779898919196,4.64342889810518,4.53044663979215,6.96248856358646,-0.130636906158599,-1.75868088108047,-0.961479882574994,-0.179094269148653,-3.24,2.93984515204489,4.54997455052014,4.43537099203482
"15",2.84293388645812,4.53806838244736,4.39691524716763,-0.830987161562887,4.87466282923966,3.15328735590287,4.60316818331742,4.66814498514948,4.5485998344997,7.99368675146226,-0.129820728548646,-1.83280229498033,-0.950389470247276,-0.2303429679499,-3.35,2.94898979940385,4.55786891287008,4.4403646341631
"16",2.85428567737871,4.57594732731119,4.39444915467244,-0.605869172452885,4.92529524692924,3.0896627140769,4.63278535302106,4.66249525260736,4.49980967033027,9.00740463023715,-0.0768473789704848,-1.81750227969345,-0.971275625760926,-0.191810699186028,-3.33,2.9616310080294,4.53066213381303,4.44588724040456
"17",2.85550507499645,4.6208466653731,4.39321382406445,-0.587691017302583,4.90904543833462,3.09259335885659,4.65681341913993,4.65776263610726,4.58700621536042,9.72707526678629,-0.118567222275509,-1.94950275514641,-1.00433661791178,-0.170580635833234,-3.43,2.97641221706331,4.54457056385916,4.44499352814078
"18",2.85029392663877,4.63783096822764,4.39197696552705,-0.520314949787107,4.90601524496615,3.07715891160771,4.66720557690754,4.66249525260736,4.62399194022868,10.1653049591488,-0.131306527282189,-1.96130954428703,-1.02916534944355,-0.178986533716871,-3.29,2.98678049898623,4.55723965223054,4.45186818300154
"19",2.84612622136952,4.71921290202875,4.39444915467244,-0.320467662479497,4.95983310716587,2.93802244720991,4.66720557690754,4.68305672464516,4.55071400019203,10.0998573466476,-0.143954944161726,-1.95518187533604,-1.0709146174607,-0.249905103270242,-3.33,2.98013162098247,4.574298522321,4.45465537378489
"20",2.84777036450537,4.72366408003588,4.39691524716763,-0.40265088991929,4.97050750300548,3.00677112066921,4.68120487226409,4.69501088998788,4.53903038348355,9.18348104846314,-0.102101013853388,-1.92814093597476,-1.11512982189058,-0.23199328120768,-3.59,2.95556239844843,4.53474772169155,4.45838469555329
"21",2.8538197578066,4.68101949827153,4.39814601655377,-0.486059104076808,4.93734749832642,3.07930500708472,4.704110133843,4.70862889435632,4.54965747605783,8.38872764722403,-0.0306928339741288,-1.86791928640058,-1.16239572516894,-0.292014398939326,-3.6,2.92295926550815,4.58169682980245,4.46318517667274
"22",2.85775190054332,4.66466475777373,4.40060302024682,-0.582826260801358,4.91742291237408,3.10313229890637,4.71402459090017,4.70862889435632,4.51961229762644,8.09852584437394,-0.019227195970656,-1.80381270989857,-1.2335863877667,-0.217514810204188,-3.68,2.90211119362252,4.54350752559598,4.4609091168401
"23",2.8592965804503,4.65023914935567,4.4042772436087,-0.715671690638623,4.87961503165785,3.12233345766126,4.72561633906396,4.7211738617444,4.53903038348355,8.80037488284913,0.0415563056064537,-1.7312635471167,-1.29179040366854,-0.262338162907074,-3.65,2.89649303025605,4.54838817188911,4.46842735025761
"24",2.85820402142527,4.65310283974339,4.40793801645838,-0.75888006545969,4.87504463978991,3.15131407169988,4.71849887129509,4.72384171570559,4.49423862528081,8.93692682013849,0.0595890727935015,-1.70638020585437,-1.39532074332303,-0.35415399441709,-3.63,2.90153309732928,4.5049077640497,4.4727590388546
"25",2.85429510193938,4.63599032832798,4.41279829334063,-0.82387730559553,4.86019992616462,3.17995618638739,4.6737629774537,4.70501552095781,4.52070102936164,9.06378217083177,0.0214103255977892,-1.73474505908576,-1.48299524972876,-0.388945384113537,-3.51,2.9076220177883,4.53731951907992,4.47005661690505
"26",2.8474431685031,4.6193689053879,4.4200447018614,-0.921412521526509,4.84324175788654,3.24006870846601,4.63278535302106,4.68859179412716,4.49758497530815,9.20074349442379,0.112084643865154,-1.72637068473769,-1.57537137107902,-0.359352535329785,-3.69,2.91160581106181,4.52915269956418,4.47530089545447
"27",2.83938278910497,4.61620903310331,4.42604352009066,-0.862073145969359,4.82044284292173,3.19593058473298,4.61808641125464,4.6737629774537,4.53367418428302,9.79424634577786,0.137865484948287,-1.70889882089816,-1.60843073303927,-0.24947316385925,-3.78,2.91621128763281,4.544783035973,4.48522676584623
"28",2.83938115010477,4.58843086198379,4.4224485491728,-0.903497910075403,4.78790832266726,3.27908205851892,4.62497281328427,4.65300751540225,4.50865928560725,10.3175342210634,0.0668326318367377,-1.67594291358839,-1.64321620657569,-0.249885826203143,-3.64,2.92161056027759,4.5403116136396,4.48746702386321
"29",2.84387397148743,4.67114517491162,4.4188406077966,-0.86199626369914,4.83071086190202,3.30587283585347,4.62986279857846,4.63375764284,4.5152454784601,10.6286033103961,0.0480994958205835,-1.68993410775401,-1.66710438189412,-0.273291121269553,-3.73,2.92415977179251,4.54105824052085,4.4892780960356
"30",2.84972222777635,4.60376920507246,4.41521960202965,-0.787248567439381,4.77288559039268,3.25371639005373,4.62202730305451,4.62399194022868,4.58802402715312,10.4099194966226,0.0140259440266286,-1.70404666532695,-1.67797649172435,-0.279296097784299,-4.08,2.91958918852596,4.54308199367467,4.49557413805958
"31",2.85053675826312,4.53517681416756,4.40549899085902,-0.829800323898652,4.71527940866812,3.21125831373114,4.57882621064849,4.60316818331742,4.60116216459055,10.6987505784359,0.0599749090432713,-1.70785992799938,-1.72020980018454,-0.270719782764865,-4.01,2.91188562634053,4.56288879373149,4.49378078920208
"32",2.8453432671112,4.50225113198025,4.39568296112137,-0.861243130089922,4.68536672798237,3.23597962644248,4.55912624748668,4.57677071146639,4.60916220725763,11.6341940896802,0.0519206872112483,-1.71836779733193,-1.70871177935352,-0.292495376481387,-3.99,2.89868384553575,4.54912879510447,4.49713634936056
"33",2.83620258427464,4.48503438474811,4.38576962095272,-0.894505943373984,4.66701758931417,3.22901095712639,4.55387689160054,4.55912624748668,4.60316818331742,12.3393074974195,0.0217731163950406,-1.73526658298883,-1.77667231619366,-0.270162833831589,-4.02,2.88373907957291,4.57233702889285,4.49788620058853
"34",2.82920462872557,4.5049077640497,4.38576962095272,-0.912926830921134,4.67114517491162,3.29612667907693,4.55702981066016,4.55282370561588,4.59814557105113,12.9503867194869,0.0657832543786795,-1.76413009482091,-1.81951102250106,-0.362042900584647,-4.02,2.87431880675089,4.54902302536509,4.50179225507217
"35",2.82470477373355,4.51041984944228,4.38701417618492,-0.979133721540977,4.6446793190828,3.39651181836063,4.5685062016165,4.56538931597625,4.55807857845424,12.7970577140702,0.0962431390998611,-1.82176496118826,-1.83604401013018,-0.380636272721163,-3.94,2.8717879966486,4.55398214921866,4.50453511372267
"36",2.82293741846747,4.5335667671284,4.38825718442452,-0.989373588612631,4.61393169165666,3.39598381460927,4.55176940926098,4.55597994179732,4.52504414150881,12.1192177510342,0.136337076498385,-1.80269676554436,-1.84747182926145,-0.363332708390219,-3.97,2.87443799362208,4.54499546295202,4.50748942887607
"37",2.82708351547981,4.51961229762644,4.38077585277223,-1.05281360751256,4.57687358683298,3.43871311652462,4.52828914165213,4.56121829845891,4.57882621064849,11.9092449632838,0.169934163090487,-1.76832616855001,-1.84561274307153,-0.368391937588195,-3.91,2.87762885549832,4.56268013436714,4.51715379763728
"38",2.83838491899517,4.60517018598809,4.38949864951258,-1.15974791058808,4.61412992735956,3.5004435283201,4.51852237926242,4.58496747867057,4.49312068217947,11.8743495127259,0.108485386517589,-1.72644342480967,-1.85793369412986,-0.273891008482323,-3.74,2.87847941100977,4.57974980864118,4.52134757657974
"39",2.85515587469772,4.6231083311191,4.40305400186596,-1.26343333123656,4.61194717026711,3.58876836359625,4.5368913452348,4.60216567696779,4.5368913452348,11.3055818353831,0.197507584705963,-1.50115039152551,-1.86963890164791,-0.340690790792811,-3.42,2.87799269118658,4.57460788040545,4.52469604777766
"40",2.86646354248099,4.58057006911986,4.39568296112137,-1.43275723553023,4.55849777778966,3.62569409111887,4.5798523780038,4.60816569496789,4.48863636973214,11.1553407259976,0.267553212589776,-1.52626512764908,-1.87708295171997,-0.337137875912129,-3.37,2.87593863988536,4.59228756015708,4.52687406476917
"41",2.86679696027295,4.54127146013786,4.40305400186596,-1.47232598107408,4.5569248733601,3.63670958285089,4.60916220725763,4.61313835563727,4.52504414150881,10.843144701861,0.278489105781491,-1.52504729545274,-1.8919775480529,-0.331787213872764,-3.29,2.87061929139478,4.56902473935174,4.53122035750228
"42",2.85888354547127,4.5569248733601,4.39444915467244,-1.45243416362444,4.55534949100414,3.66316368039382,4.64439089914137,4.63666885304746,4.50092016461429,11.0484564656408,0.292307703850717,-1.44386450532786,-1.86501657893423,-0.292320210910081,-3.31,2.86656595347913,4.57460788040545,4.53424887315182
"43",2.84914707244295,4.59633123732089,4.39568296112137,-1.40207032371406,4.59824627091527,3.66440744218945,4.58802402715312,4.61115225766564,4.58496747867057,11.0045092583709,0.255519878696641,-1.42838978495267,-1.82177920048895,-0.291143650317529,-3.3,2.87304669069992,4.57357631439691,4.5392446745613
"44",2.84046958767943,4.60146332405677,4.39691524716763,-1.33889043872504,4.6283983121073,3.55741666874467,4.59107126160859,4.60616968632117,4.54435804659133,10.7180620974719,0.252202710680794,-1.38582666402411,-1.78316883387194,-0.277933086396122,-3.32,2.89363953597061,4.59036107033438,4.5435722188634
"45",2.83326986828582,4.60266705576997,4.40305400186596,-1.42890366621424,4.60636946656357,3.59188201836018,4.61808641125464,4.62005879848184,4.53796143629464,10.5895931518707,0.242572184924315,-1.36677896802945,-1.73740736806409,-0.256694648071295,-3.24,2.92028116291858,4.62094510510345,4.54434793008227
"46",2.82967691208784,4.57522630961502,4.4042772436087,-1.52246276798492,4.59713801429083,3.60885821360128,4.60116216459055,4.59814557105113,4.54329478227,10.4198767334361,0.258889725606615,-1.33711477699675,-1.68309541245557,-0.228494781646084,-3.35,2.93823537380564,4.61571439986376,4.54946107309109
"47",2.83050440079606,4.5502915244781,4.40549899085902,-1.4740332754279,4.59653299259243,3.58833924652615,4.62986279857846,4.62202730305451,4.5685062016165,10.0964320154291,0.236770714320926,-1.31026284882482,-1.66893114021191,-0.184577132197334,-3.22,2.94632047684506,4.63093539387412,4.55132095977437
"48",2.83505500045733,4.56184506124972,4.40182926197006,-1.52451204193549,4.58210624638954,3.65398726413487,4.60216567696779,4.61015772749913,4.59005654817804,10.3525082316483,0.190789588557059,-1.18997647190442,-1.66477728550273,-0.141075284870039,-3.29,2.94965046009064,4.6372500794515,4.55208924819529
"49",2.84025883846511,4.60396946541157,4.40182926197006,-1.5147207938313,4.59127408079598,3.71842292665188,4.60216567696779,4.63278535302106,4.51852237926242,10.3183847796544,0.198843721556457,-1.12221246125182,-1.62450562283907,-0.0251056685704066,-3.28,2.95521589005995,4.62751858965185,4.56062499857216
"50",2.84551792044396,4.61323755706585,4.40305400186596,-1.57745486658105,4.5980448610455,3.76853787743338,4.59612944133594,4.65681341913993,4.58190155904874,9.74403723094821,0.195454937306703,-1.0870897750619,-1.6090829500684,-0.0486457610681475,-3.15,2.96432127747664,4.65062144889201,4.56744840076586
"51",2.85123996481409,4.59623034441862,4.41037110768302,-1.65215564211925,4.58343569384208,3.77144973401458,4.58292457704077,4.64631212931927,4.51961229762644,9.84561607923098,0.0630953723144331,-1.15831519729838,-1.60258837084104,0.0284530063344612,-3.49,2.97462455265289,4.62654021172428,4.56967914780821
"52",2.85874476183442,4.59299638505638,4.42124734782716,-1.69744978975731,4.56278446949165,3.81029661905669,4.65109911787649,4.67656018207476,4.57471097850338,9.61949136090079,0.0275348557586099,-1.14150727953087,-1.60465318226898,0.0269756045436571,-3.5,2.97988177488669,4.62330475618357,4.57373856075198
"53",2.86589040895427,4.59259140378123,4.41400968052693,-1.67859313476157,4.56580546246581,3.78945064193625,4.68951133442184,4.68951133442184,4.51633897228148,9.49883449883449,0.054794548192095,-1.12049959032567,-1.5946961461904,0.0442346775094458,-3.41,2.97814648602806,4.64294755032212,4.57836380804651
"54",2.87330787229229,4.56299310708891,4.41642806139121,-1.86626752140312,4.54955176222508,3.86702072856119,4.7122292582815,4.71312732749318,4.55912624748668,9.30097087378641,0.104991980042398,-1.10052448547963,-1.6036749473595,0.0777351497806325,-3.41,2.97218404643013,4.61045619041733,4.58013722093996
"55",2.87861855584732,4.54233687681652,4.4200447018614,-1.91289594748005,4.52720864451838,3.9362569762731,4.70501552095781,4.716711560721,4.57264699428253,8.9649156813336,0.196909209416202,-1.09071216462509,-1.59552670399106,0.148525788430073,-3.45,2.96542644569897,4.60946096740525,4.58786720655363
"56",2.88336490763485,4.52211461085077,4.42604352009066,-1.91667502378698,4.50114211556404,3.98239758857841,4.70229689671881,4.71133038181648,4.49200148788245,8.04320570932589,0.192468926360889,-1.10308671491413,-1.60763803872256,0.200118498340192,-3.39,2.96023406401137,4.61115225766564,4.5888268064807
"57",2.88817698490126,4.51721290722895,4.42723897749543,-1.7786637751886,4.48683699902623,4.0289176042133,4.72738781871234,4.72738781871234,4.4818719696436,7.70194717563137,0.158177533179171,-1.09175610326839,-1.60148548527857,0.197410699969107,-3.4,2.95715928477169,4.61135104506317,4.59236849560256
"58",2.8946749347836,4.54159120434522,4.42484663185681,-1.60250547565846,4.52450228292064,3.95437009726562,4.72915616576908,4.72472942104573,4.56642935767166,6.95910923401806,0.113826222034218,-0.989281756647213,-1.6089103900509,0.191281168076799,-3.24,2.95496110152552,4.62035432131313,4.60011119277749
"59",2.90297242909717,4.54775291511814,4.42962561347316,-1.65495842773591,4.49892038614538,4.0317979739969,4.74057482299429,4.72827238312207,4.56642935767166,6.78828612578013,0.106327189446717,-0.971546369821124,-1.61480724832723,0.213192359727532,-3.21,2.95293829261923,4.62957007281163,4.60119661789361
